Age,Income,Credit_History,Loan_Amount,Num_Credit_Cards,Num_Late_Payments,Credit_Score
-0.12149868934551607,-1.530540144468568,-0.577525435740114,1.6616926875573976,-1.5292367364347341,0.14714307464986037,1.1291216864484301
-1.4818758968530417,1.6762107388306855,-0.9283381529702515,1.6235025791874438,0.8709106077453419,0.852020078960568,0.6663700577921655
1.4429350992881385,-0.2587690335512277,-1.2791508702003889,-0.8497753070206708,0.8709106077453419,1.2044585811159219,1.0921015561559289
-1.0057438742254077,1.5883976006120946,-0.9283381529702515,-0.44971590764334146,-1.5292367364347341,-0.5577339296608472,0.25297860285923573
0.6947276351589994,1.6101106392251505,-1.6299635874305265,1.8508418092010377,1.5566669917967924,0.14714307464986037,1.0797615127250952
1.2388785181620097,1.5519841076270415,-0.577525435740114,-0.7075351675446535,1.5566669917967924,0.852020078960568,-1.0550660008091388
-0.25753641009626865,0.9488758903617643,-0.22671271850997643,-0.9429447600817095,1.213788799771067,0.852020078960568,0.3393589068750718
-1.073762734600784,-1.327227146546317,-1.4545572288154578,1.4239772771564954,-1.5292367364347341,-0.20529542750549343,0.28382871143632005
1.4429350992881385,-1.068514733119702,0.6503190745653673,-0.4450322151074037,-1.186358544409009,0.49958157680521414,-0.37019359039786726
-0.3935741308470212,0.7844957212445024,0.8257254331804361,-0.8992783342851206,0.5280324157196168,0.14714307464986037,-1.3142069128566471
0.6267087747836231,1.3740722481779588,-1.6299635874305265,0.4530117860524766,-0.8434803523832839,1.2044585811159219,-0.14807280864286024
1.3749162389127623,-0.8028936255889331,1.7027572262557797,-1.263381386348097,-1.5292367364347341,0.49958157680521414,-0.9254955447853848
-0.7336684327239026,1.3537876989473407,0.47491271595029855,-0.204218361951958,1.213788799771067,1.2044585811159219,1.4561328373655238
0.08255789178061279,0.10508019842281588,1.527350867640711,0.2248799311481854,-0.8434803523832839,1.5568970832712756,-1.1969765002637267
1.7150105407896437,-1.4091185469613474,0.6503190745653673,1.1009466057932809,-1.186358544409009,0.49958157680521414,1.1908219036025987
-0.7336684327239026,-0.26295061156163685,-0.9283381529702515,-1.3608742479038474,0.5280324157196168,0.852020078960568,-0.8082651321924644
-0.8697061534746552,0.7613282207147825,-1.6299635874305265,0.8374348580405984,1.5566669917967924,1.2044585811159219,-1.3512270431491482
1.7150105407896437,-0.552492423114684,0.2995063573352298,-1.1712927854107362,1.213788799771067,-0.910172431816201,1.5671932282430272
-0.6656495723485264,0.9497589565254532,0.47491271595029855,-0.897981311736707,1.5566669917967924,0.852020078960568,1.4314527505038563
-0.5296118515977738,-1.0973182735764953,-1.6299635874305265,-1.5098877273549132,1.213788799771067,0.852020078960568,-1.2648467391333122
